player_id,player_name,team,season,week,rookie,home,qb_id,touchdown,against,wp,report_status,yards_gained,rolling_yapg,rolling_rushing_yards,rolling_receiving_yards,rolling_rushing_touchdowns,rolling_receiving_touchdowns,player_id_drop,passing_tds,passing_yards,qb_rolling_passing_tds,qb_rolling_passing_yards,prev_rushing_yards,prev_receiving_yards,prev_rushing_touchdowns,prev_receiving_touchdowns,prev_red_zone,rolling_red_zone,played
00-0039890,Adonai Mitchell,IND,2024,8,1,0,00-0026158,0,HOU,0.3076923076923077,Healthy,302.0,302.0,3.5,19.25,0.0,0.0,,,,,,14.0,118.0,0.0,0.0,0.5574,0.6667000000000001,1.0
00-0039893,Brian Thomas Jr.,JAX,2024,8,1,1,00-0036971,1,GB,0.38461538461538464,Healthy,390.0,390.0,3.75,81.0,0.0,0.75,00-0036971,2.0,308.0,2.0,308.0,15.0,573.0,0.0,5.0,0.5397,0.5,1.0
00-0039894,Xavier Worthy,KC,2024,8,1,0,00-0033873,0,LV,0.7727272727272727,Healthy,,,5.25,33.5,0.25,0.25,,,,,,47.0,198.0,2.0,2.0,0.625,0.6364,
00-0039901,Keon Coleman,BUF,2024,8,1,0,00-0034857,0,SEA,0.5867768595041323,Healthy,,,0.0,62.75,0.0,0.25,,,,,,0.0,326.0,0.0,2.0,0.6071,0.5455,
00-0039910,Jayden Daniels,WAS,2024,8,1,1,00-0039910,0,CHI,0.5495495495495496,Questionable,,,50.25,0.0,0.25,0.0,,,,,,372.0,0.0,4.0,0.0,0.6889,0.3333,
00-0039912,Ben Sinnott,WAS,2024,8,1,1,00-0039910,0,CHI,0.5495495495495496,Healthy,,,0.0,6.0,0.0,1.0,,,,,,0.0,6.0,0.0,1.0,0.6889,0.3333,
00-0039915,Ladd McConkey,LAC,2024,8,1,1,00-0036355,0,NO,0.7560975609756098,Questionable,,,0.0,50.0,0.0,0.25,,,,,,0.0,265.0,0.0,2.0,0.5106,0.5333,
00-0039916,Ricky Pearsall,SF,2024,8,1,1,00-0037834,0,DAL,0.7041420118343196,Healthy,,,0.0,21.0,0.0,0.0,,,,,,0.0,21.0,0.0,0.0,0.5962,0.5556,
00-0039917,Michael Penix Jr.,ATL,2024,8,1,0,00-0029604,0,TB,0.504950495049505,Healthy,394.0,394.0,0.0,0.0,0.0,0.0,00-0029604,4.0,276.0,4.0,276.0,0.0,0.0,0.0,0.0,0.45,0.6154,
00-0039918,Caleb Williams,CHI,2024,8,1,0,00-0039918,0,WAS,0.4504504504504504,Healthy,,,27.5,0.0,0.0,0.0,,,,,,169.0,0.0,0.0,0.0,0.5667,0.7143,
00-0039919,Rome Odunze,CHI,2024,8,1,0,00-0039918,0,WAS,0.4504504504504504,Healthy,,,0.5,50.5,0.0,0.25,,,,,,2.0,246.0,0.0,1.0,0.5667,0.7143,
00-0039920,Malachi Corley,NYJ,2024,8,1,0,00-0023459,0,NE,0.7101449275362319,Healthy,336.0,336.0,,,,,00-0023459,2.0,233.0,2.0,233.0,0.0,4.0,0.0,0.0,0.46149999999999997,0.7,
00-0039921,Trey Benson,ARI,2024,8,1,0,00-0035228,0,MIA,0.3355704697986577,Healthy,389.0,389.0,38.0,0.0,0.0,0.0,00-0035228,2.0,307.0,2.0,307.0,117.0,12.0,0.0,0.0,0.6167,0.375,1.0
